id,entityName,registerDateMinistry,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,,,
1,Polska Kompania Doradcza Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Nie,,,,,,,,,,,,,,,,,,,,1,,,,,,
2,Pleon Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majchrzak Krzysztof,b.d.,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Tak,Krzysztof Majchrzak,Sekcja Ratująca Międzyszkolny Ośrodek Sportowy nr 5 w Instytucie Reumatologii,7/2/2011,26/4/2011,Działalność na rzecz ratowania Międzyszkolnego Ośrodka Sportowego nr 5 w Instytucje Reumatologii w Warszawie,,,,,,,,,,1,,,,,,,,1,,,
14,MMD Public Relations Poland Sp. z o.o.,2006-03-22,Nie,Nie dotyczy,Ministerstwo Środowiska,Tak,Emilia Piotrowska,Akademia Czerniaka,20/1/2015,31/12/2015,Ochrona zdrowia. Edukacja zdrowotna. Dostęp pacjentów do leczenia. Badania naukowe. Innowacyjność gospodarki,,,,,,,,1,,1,,,,,,,,,,,
14,MMD Public Relations Poland Sp. z o.o.,2006-03-23,Nie,Nie dotyczy,Ministerstwo Środowiska,Tak,Paweł Purski,Wonga PL Sp. z o.o.; Uber Poland Sp. z o.o.,28/1/2015,31/12/2015,Ochrona konsumentów w odniesieniu do projektu ustawy o zmianie ustawy o nadzorze nad rynkiem finansowym. Implementacja nowoczesnych technologii w odniesieniu do prawa o ruchu drogowym,,,,,,1,,1,,,,,,,,,,,1,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7/4/2006,30/6/2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotyczące ochrony zdrowia, gospodarka nieruchomościami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7/4/2006,30/6/2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotyczące ochrony zdrowia, gospodarka nieruchomościami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7/4/2006,30/6/2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotyczące ochrony zdrowia, gospodarka nieruchomościami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7/4/2006,30/6/2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotyczące ochrony zdrowia, gospodarka nieruchomościami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7/4/2006,30/6/2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotyczące ochrony zdrowia, gospodarka nieruchomościami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11/7/2006,3/10/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11/7/2006,3/10/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11/7/2006,3/10/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11/7/2006,3/10/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11/7/2006,3/10/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28/9/2006,25/12/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28/9/2006,25/12/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28/9/2006,25/12/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28/9/2006,25/12/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28/9/2006,25/12/2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,"Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28/12/2006,11/3/2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,"Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28/12/2006,11/3/2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,"Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28/12/2006,11/3/2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,"Izba Gospodarcza Ciepłownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28/12/2006,11/3/2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,8/3/2007,31/5/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,8/3/2007,31/5/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,8/3/2007,31/5/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,8/3/2007,31/5/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,24/5/2007,15/8/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,24/5/2007,15/8/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,24/5/2007,15/8/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,24/5/2007,15/8/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,31/7/2007,22/10/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,31/7/2007,22/10/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,31/7/2007,22/10/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,31/7/2007,22/10/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekściński,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,31/7/2007,22/10/2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domańska,Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska, obrona narodowa.",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekściński,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie; Philip Morris Polska SA,16/10/2007,14/1/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekściński,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,18/12/2007,11/3/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domańska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekściński,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie,10/3/2008,4/6/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domańska,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Małecki,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,2006-03-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekściński,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciepłownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27/5/2008,25/8/2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona środowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
