id,entityName,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21
62,"Stowarzyszenie Bieg³ych Rewidentów, Ksiêgowych, Doradców Podatkowych, Prawników i Ekonomistów  Libertas",Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Zygmunt Bronis³aw Korzeniewski,"cz³onkowie zwyczajni Stowarzyszenia Bieg³ych Rewidentów, Ksiêgowych, Doradców Podatkowych, Prawników i Ekonomistów ""Libertas"" oraz cz³onkowie wspieraj¹cy Stowarzyszenie - podmioty uprawnione do badania sprawozdañ finansowych i podmioty doradztwa podatkowe",5-7-2007,25-9-2007,Wprowadzenie dyrektywy europejskiej 206/43/WE Parlamentu Europejskiego i Rady z 17 maja 2006r. do prawa polskiego. Prawo Samorz¹dowe. Prawo Podatkowe. Rachunkowoœæ ,,,,1,,,,,,,,,,1,,,,,,,
62,"Stowarzyszenie Bieg³ych Rewidentów, Ksiêgowych, Doradców Podatkowych, Prawników i Ekonomistów  Libertas",Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jacek Pawlik,"cz³onkowie zwyczajni Stowarzyszenia Bieg³ych Rewidentów, Ksiêgowych, Doradców Podatkowych, Prawników i Ekonomistów ""Libertas"" oraz cz³onkowie wspieraj¹cy Stowarzyszenie - podmioty uprawnione do badania sprawozdañ finansowych i podmioty doradztwa podatkowego",5-7-2007,25-9-2007,Wprowadzenie dyrektywy europejskiej 206/43/WE Parlamentu Europejskiego i Rady z 17 maja 2006r. do prawa polskiego. Prawo Samorz¹dowe. Prawo Podatkowe. Rachunkowoœæ ,,,,1,,,,,,,,,,1,,,,,,,
63,CMS Cameron McKenna Dariusz Greszta Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Zimny,Stowarzyszenie Przemys³u Wapienniczego,5-3-2007,26-5-2007,"Ochrona konkurencyjnoœci przemys³u wapienniczego i miejsc pracy w tej ga³êzi przemys³u oraz innych, w których olej opa³owy jest u¿ywany w procesach produkcyjnych, a nie do ogrzewania powierzchni bytowych",,,,1,,,,,,,,,,1,,,,,,,
63,CMS Cameron McKenna Dariusz Greszta Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Irmina Kotiuk,Stowarzyszenie Pracodawców i Pracowników Firm Bukmacherskich zrzeszaj¹ce: Fortuna Zak³ady Bukmacherskie Sp. z o.o.; Star-Typ-Sport Sp. z o.o.; Wzajemne Zak³ady Bukmacherskie Milenium Sp. z o.o.; Tipsport pl Sp. z o.o.; Betako Sp. z o.o.,16-11-2009,2-2-2010,"Interesy i postulaty popierane przez Stowarzyszenie Pracodawców i Pracowników Firm Bukmacherskich, w zakresie prac legislacyjnych zwi¹zanych z projektem ustawy o grach hazardowych",,,,1,,,,,,,,,,,,,,1,,,
63,CMS Cameron McKenna Dariusz Greszta Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Manicki,Stowarzyszenie Pracodawców i Pracowników Firm Bukmacherskich zrzeszaj¹ce: Fortuna Zak³ady Bukmacherskie Sp. z o.o.; Star-Typ-Sport Sp. z o.o.; Wzajemne Zak³ady Bukmacherskie Milenium Sp. z o.o.; Tipsport pl Sp. z o.o.; Betako Sp. z o.o.,16-11-2009,2-2-2010,"Interesy i postulaty popierane przez Stowarzyszenie Pracodawców i Pracowników Firm Bukmacherskich, w zakresie prac legislacyjnych zwi¹zanych z projektem ustawy o grach hazardowych",,,,1,,,,,,,,,,,,,,1,,,
63,CMS Cameron McKenna Dariusz Greszta Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Ewa Duszyñska,Nutricia Polska Sp. z o.o.,6-4-2011,5-7-2011,"Ustawa o refundacji leków, œrodków spo¿ywczych specjalnego przeznaczenia ¿ywieniowego i wyrobów medycznych",,,,,,,,,,1,,,,,,,,,,,
64,Fundacja  Akademia Transportu,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mecenart B. Witucki,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Biuro Doradcze  RES,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Kancelaria Prawna  J. Cha³as i Wspólnicy  Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Olga Naklicka,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Taduesz Krê¿el,Carmen Elena Badea,21-1-2010,7-4-2010,Liberalizacja przepisów dotycz¹cych cudzoziemców i obywateli UE - w zakresie d³ugoœci pobytu w Polsce i nabywania nieruchomoœci,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Taduesz Krê¿el,Carmen Elena Badea,7-5-2010,15-7-2010,Liberalizacja przepisów dotycz¹cych cudzoziemców i obywateli UE - w zakresie d³ugoœci pobytu w Polsce i nabywania nieruchomoœci,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Taduesz Krê¿el,Carmen Elena Badea,23-8-2010,11-11-2010,Liberalizacja przepisów dotycz¹cych cudzoziemców i obywateli UE - w zakresie d³ugoœci pobytu w Polsce i nabywania nieruchomoœci,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krê¿el,"Carmen Elena Badea, Tudose LUC, Roman-Ramona corp.",27-1-2014,31-12-2014,Nabywanie nieruchomoœci przez podmioty zagraniczne,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krê¿el,"Carmen Elena Badea, Tudose LUC, Roman-Ramona corp.",20-1-2016,31-12-2016,Nabywanie nieruchomoœci przez cudzoziemców. Oceny oddzia³ywania na œrodowisko,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krê¿el,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krê¿el,Typowanie polskich przedsiêbiorstw do wdra¿ania autorskiego programu budownictwa pasywnego i energooszczêdnoœciowego na terenie Rzeczypospolitej Polskiej oraz programów zwi¹zanych z energi¹ odnawialn¹ i fotowoltanik¹,15-2-2017,31-12-2017,Nabywanie nieruchomoœci przez cudzoziemców. Oceny oddzia³ywania na œrodowisko,1,,,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Kancelaria Radców Prawnych £ukowicz Œwierzewski i Wspólnicy Spó³ka Komandytowa z siedzib¹ w Warszawie,9-10-2006,5-1-2007,Dzia³anie na rzecz dobrego prawa,,,,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,"Kancelaria Prawna Chajec, Don-Siemion & ¯yto Spó³ka Komandytowa",22-2-2007,21-5-2007,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,"Kancelaria Prawna Chajec, Don-Siemion & ¯yto Spó³ka Komandytowa",18-5-2007,14-8-2007,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marta Kafarska,Trio Management Inc. Sp. z o.o.,23-8-2007,20-11-2007,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,23-8-2007,20-11-2007,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marta Kafarska,Trio Management Inc. Sp. z o.o.,20-12-2007,27-2-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,20-12-2007,27-2-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Rowiñska,"Trio Management Inc. Sp. z o.o.; Kancelaria Radców Prawnych - £ukowicz, Œwierzewski i Wspólnicy Spó³ka Komandytowa",11-4-2008,30-6-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,11-4-2008,30-6-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Rowiñska,"Trio Management Inc. Sp. z o.o.; Kancelaria Radców Prawnych - £ukowicz, Œwierzewski i Wspólnicy Spó³ka Komandytowa",3-7-2008,25-9-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,3-7-2008,25-9-2008,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,27-11-2008,8-2-2009,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Kamila Syta-Sawa,Trio Management Inc. Sp. z o.o.,27-11-2008,8-2-2009,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Krupa,Trio Management Inc. Sp. z o.o.,9-2-2009,16-5-2009,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Œwierzewski,Trio Management Inc. Sp. z o.o.,9-2-2009,16-5-2009,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Œwierzewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Kamila Syta-Sawa,Trio Management Inc. Sp. z o.o.,9-2-2009,16-5-2009,Dzia³anie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów, Ministerstwo Œrodowiska",Tak,Zbigniew Liptak,nwil S.A.; KGHM Polska MiedŸ S.A.; Hutnicza Izba Przemys³owo-Handlowa; PKN ORLEN S.A.; ZGH Boles³aw S.A.,18-8-2011,31-12-2011,"Opodatkowanie akcyz¹ wêgla, koksu, gazu i energii elektrycznej przemys³u energoch³onnego",,1,,1,1,,,1,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Aleksandra Rutkowska,Anwil S.A.; KGHM Polska MiedŸ S.A.; Hutnicza Izba Przemys³owo-Handlowa; PKN ORLEN S.A.; ZGH Boles³aw S.A,18-8-2011,31-12-2011,"Opodatkowanie akcyz¹ wêgla, koksu, gazu i energii elektrycznej przemys³u energoch³onnego",,1,,1,1,,,1,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Dorota Pokrop,Michelin Polska S.A.; HJ Heinz Polska S.A.; Kraft Foods Polska S.A.; AccelorMittal Poland S.A.; Polski Koncern Naftowy Orlen S.A.,18-10-2012,31-12-2012,Zachowanie neutralnoœci podatku od towarów i us³ug w transakcjach z podmiotami z innych pañstw Unii Europejskiej (druk sejmowy nr 805),,1,,1,,,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Zbigniew Liptak,Hutnicza Izba Przemys³owo-Handlowa; PKN Orlen; KGHM Polska MiedŸ S.A.; Polskie Górnictwo Naftowe i Gazownictwo S.A.,10-7-2013,31-12-2013,"Ochrona interesów przemys³u, który ponosi negatywne konsekwencje funkcjonowania w Polsce patologii wy³udzeñ podatkowych. Ochrona interesów podmiotów zu¿ywaj¹cych gaz do celów przemys³owych",,1,,1,,1,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Aleksandra Rutkowska,Hutnicza Izba Przemys³owo-Handlowa; PKN Orlen; KGHM Polska MiedŸ S.A.; Polskie Górnictwo Naftowe i Gazownictwo S.A.,10-7-2013,31-12-2013,"Ochrona interesów przemys³u, który ponosi negatywne konsekwencje funkcjonowania w Polsce patologii wy³udzeñ podatkowych. Ochrona interesów podmiotów zu¿ywaj¹cych gaz do celów przemys³owych",,1,,1,,1,,,,,,,,,,,,,,,
72,Marek Miœkiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Baker & McKenzie Gruszczyñski i Wspólnicy Kancelaria Prawna Spó³ka komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Malinowski, P³achta i Wspólnicy Radcowie Prawni i Adwokaci Spó³ka Partnerska",Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Kancelaria Radcy Prawnego Rafa³ Iniewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Krzysztof WoŸniak,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Grupa Gumu³ka – Kancelaria Prawa Finansowego Sp. z o. o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Rafa³ Zieliñski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Izba Gospodarcza Wodoci¹gi Polskie,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa, Ministerstwo Sprawiedliwoœci, Ministerstwo Œrodowiska",Nie,,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,
80,Maciej Jaworski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Pawe³ Po³anecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Pawe³ Po³anecki,"Koalicja Polska Wolna od GMO; Miêdzynarodowa Koalicja dla Ochrony Polskiej Wsi - ""International Coalition for Porotecting Polish Countryside""",4-2-2010,12-4-2010,"Uzyskanie zmiany zapisów projektu ustawy ""Prawo o GMO"" dla zapewnienia pe³nego bezpieczeñstwa biologicznego œrodowiska i ³añcucha ¿ywieniowego na terenie Polski, w zwi¹zku ze stosowaniem GMO w tzw. u¿yciu otwartym, w szczególnoœci w uprawach komercyjnych i eksperymentalnych roœlin genetycznie zmodyfikowanych",,,,,,,,1,,,1,,,,,,,,,,
81,Pawe³ Po³anecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Pawe³ Po³anecki,Koalicja Polska Wolna od GMO,17-1-2011,13-4-2011,"Obrona praw rolników indywidualnych w zapisach ustawy ""Prawo o organizmach genetycznie zmodyfikowanych""",,,,,,,,1,,,1,,,,,,,,,,
81,Pawe³ Po³anecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Pawe³ Po³anecki,Koalicja Polska Wolna od GMO,16-6-2011,19-8-2011,"""Ustawa o Nasiennictwie""-ochrona praw rolników ekologicznych przed zapisami pozwalaj¹cymi na prowadzenie upraw roœlin genetycznie modyfikowanych na terytorium RP",,,,,,,,1,,,1,,,,,,,,,,
81,Pawe³ Po³anecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Pawe³ Po³anecki,"Stowarzyszenie Polska Wolna od GMO, Zachodniopomorski Oddzia³ Stowarzyszenia Ekoland",17-7-2014,31-12-2014,wprowadzenie ustawowego zakazu uwolnienia do œrodowiska organizmów genetycznie zmodyfikowanych,,,,,,,,1,,,1,,,,,,,,,,
81,Pawe³ Po³anecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Pawe³ Po³anecki,Koalicja Polska Wolna od GMO,17-3-2016,31-12-2016,"Wprowadzenie w ¿ycie zapisu ustawowego dot. zakazu stosowania pasz genetycznie zmodyfikowanych na terenie RP, który le¿y w interesie koalicji Polska Wolna od GMO",,,,,,,,1,,,1,,,,,,,,,,
82,Fundacja Pro Economicus,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ADK Commercial Sp. z o. o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Andrzej Górski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Wielkopolski Zwi¹zek Pracodawców Prywatnych,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Mariola Gabryelczyk,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Micha³ £akomski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Micha³ £akomski,Stowarzyszenie Obywatel RP,14-3-2007,7-6-2007,1. Prawa cz³owieka 2. Kultura 3. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Micha³ £akomski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Micha³ £akomski,Stowarzyszenie Obywatel RP,31-7-2007,10-9-2007,1. Prawa cz³owieka 2. Kultura 3. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Micha³ £akomski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Micha³ £akomski,Stowarzyszenie Obywatel RP,20-11-2008,28-1-2009,Prawa cz³owieka. Kultura. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Micha³ £akomski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Micha³ £akomski,Stowarzyszenie Obywatel RP,3-2-2009,27-4-2009,Prawa cz³owieka. Kultura. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""; Fundacja ""Kultura i Cz³owiek""",15-3-2007,7-6-2007,Obrona praw obywatela-RP. Obrona interesu mniejszoœci narodowych i grup spo³ecznych o nieunormowanym statusie prawnym. Obrona dziedzictwa narodowego. Rozwój kultury i sztuki,1,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",15-6-2007,10-9-2007,Prawa obywatela RP. Prawa Romów i ochrona kultury romskiej,1,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",5-11-2008,27-1-2009,"Promocja kultury narodu polskiego, ochrona wartoœci historycznych, ochrona praw obywatela RP",,,,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",3-2-2009,27-4-2009,Prawa cz³owieka. Obchody 600-lecia bitwy pod Grunwaldem. Gospodarka-normy prawne,,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",18-6-2009,19-8-2009,"Ochrona zabytków, ochrona dorobku kultury, obrona praw cz³owieka i obywatela",,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",26-11-2009,29-1-2010,Promocja historii i kultury. Obrona praw obywatelskich,,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",3-3-2010,22-5-2010,Promocja kultury i dziedzictwa narodowego. Obrona praw obywatelskich,,,1,,,,,,,,,,,,,,,,,,1
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""; Fundacja ""Kultura i Folklor""",6-10-2010,3-1-2011,Prawa obywatela. Promocja historii i kultury narodu polskiego,,,,,,,,,,,,,,,,,,,,,
88,Wies³aw Podgórski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wies³aw Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",2-2-2011,27-4-2011,Promocja historii i kultury narodu polskiego,,,,,,,,,,,,,,,,,,,,,
89,Krakowskie Przedsiêbiorstwo Projektowo– Badawcze AAXIS – Systemy Komputerowe,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
90,First Public Relations Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dagmara Leszkowicz,Polska Organizacji Handlu i Dystrybucji,20-1-2016,31-12-2016,Ustawa o podatku obrotowym od sieci wielkopowierzchniowych,,,,1,,1,,,,,,,,,,,,,,,
90,First Public Relations Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dagmara Leszkowicz,PKP Intercity,11-1-2017,31-12-2017,"Rozwi¹zania podatkowe, które wp³ywaj¹ na interesy rynku kolejowego",,,,1,,,,,,,,1,,,,,,,,,
91,Actia Forum Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Aaron Paz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,Stowarzyszenie Obywatel RP; Warszawka Szko³a Mêdrców (w organizacji); 1-szy Europejski Bank Technologii SA,4-4-2007,29-6-2007,Prawa cz³owieka i obywatela. Finanse publiczne,,,1,1,,,,,,,,,,,,,,,,,
92,Aaron Paz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,1-szy Europejski Bank Technologii S.A.; Medyczny Port Lotniczy LLC,3-2-2009,27-4-2009,Transfer zaawansowanych technologii chroni¹cych zdrowie i ¿ycie ludzkie,,1,,,,,,,,1,,,,,,,,,,,
92,Aaron Paz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,Europejskiej Autostrady Energetycznej - Fundacja,18-1-2012,31-12-2012,"Prawo energetyczne, ekologia",,,,,1,,,1,,,,,,,,,,,,,
93,Konrad Brodewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Dariusz Jaczyñski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Tomasz Œpiewankiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Œpiewankiewicz,Tor Wyœcigów Konnych S³u¿ewiec w Warszawie,30-5-2007,19-7-2007,Ochrona toru s³u¿ewieckiego. Budowa Centrum Promocji Polski,,,,,,,,,,,,,,,,,,1,,,1
95,Tomasz Œpiewankiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Œpiewankiewicz,Tor Wyœcigów Konnych S³u¿ewiec w Warszawie,30-5-2007,19-7-2007,Ratowanie toru wyœcigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Œpiewankiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Œpiewankiewicz,Tor Wyœcigów Konnych S³u¿ewiec w Warszawie,29-11-2007,11-2-2008,Ratowanie toru wyœcigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Œpiewankiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Œpiewankiewicz,Tor Wyœcigów Konnych S³u¿ewiec w Warszawie,28-2-2008,17-5-2008,Autorski projekt rewitalizacji toru s³u¿ewieckiego w Warszawie,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Œpiewankiewicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Œpiewankiewicz,Tor Wyœcigów Konnych S³u¿ewiec w Warszawie,24-9-2008,16-12-2008,Ratowanie toru wyœcigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
96,Dekra Polska Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Nowakowski,Dekra Polska Sp. z o.o.,25-2-2008,10-5-2008,motoryzacja oraz bezpieczeñstwo w ruchu drogowym,,,,,,,,,,,,1,,,,,,,,,
